KEY,en_US,en_GB,de_DE,es_ES,es_MX,fr_CA,fr_FR,lt_LT,nl_NL,pl_PL,pt_BR
1000000002474,Look up,Look up,Suchen,Buscar,Búsqueda,Rechercher,Rechercher,Patikrinti,Zoek op,Wyszukiwanie,Procurar
1000000002475,Non-working Days,Non-working Days,Arbeitsfreie Tage,Días no laborables,Días no hábiles,Jours non travaillés,Jours non travaillés,Ne darbo dienos,Niet-werkdagen,Dni wolne od pracy,Dias não úteis
1000000002476,Find Availability,Find Availability,Verfügbarkeit suchen,Buscar disponibilidad,Encontrar disponibilidad,Trouver une disponibilité,Trouver la disponibilité,Rasti užimtumą,Zoek beschikbaarheid,Znajdź dostępność,Encontrar disponibilidade
1000000002477,Book,Book,Buchen,Reservar,Reservar,Réserver,Réserver,Rezervuoti,Boek,Rezerwacja,Livro
1000000002478,Confirmation,Confirmation,Bestätigung,Confirmación,Confirmación,Confirmation,Confirmation,Patvirtinimas,Bevestiging,Potwierdzenie,Confirmação
1000000002479,Appointment With,Appointment With,Termin mit,Cita con,Cita con,Rendez-vous avec,Rendez-vous avec,Paskyrimas su,Afspraak met,Spotkanie z,Compromisso com
1000000002480,Reschedule,Reschedule,Termin verschieben,Volver a programar,Reprogramar,Replanifier,Re-planifier,Perplanuoti,Afspraak verzetten,Zmień termin,Agendar novamente
1000000002481,New Appointment,New Appointment,Neuer Termin,Nueva cita,Nueva cita,Nouveau rendez-vous,Nouveau rendez-vous,Naujas paskyrimas,Nieuwe afspraak,Nowe spotkanie,Novo compromisso
1000000002482,Customer Name,Customer Name,Kundenname,Nombre del cliente,Nombre del cliente,Nom du client,Nom du client,Kliento vardas,Klantnaam,Nazwa klienta,Nome do Cliente
1000000002483,Appointment Time,Appointment Time,Uhrzeit des Termins,Hora de la cita,Hora de la cita,Heure du rendez-vous,Heure du rendez-vous,Paskyrimo laikas,Tijd afspraak,Czas spotkania,Hora Marcada
1000000002484,Specific Time,Specific Time,Bestimmte Zeit,Hora específica,Hora específica,Heure précise,Heure spécifique,Konkretus laikas,Specifieke tijd,Określony czas,Hora específica
1000000002485,Flexible Time,Flexible Time,Flexible Zeiten,Hora flexible,Hora flexible,Temps flexible,Horaire flexible,Lankstus laikas,Flexibele tijd,Czas elastyczny,Tempo flexível
1000000002486,To,To,An,A,Hasta,À,À,Iki,Naar,Do,Para
1000000002487,Appointment on Phone,Appointment on Phone,Termin am Telefon,Cita por teléfono,Cita telefónica,Rendez-vous au téléphone,Rendez-vous par téléphone,Paskyrimas telefonu,Afspraak via telefoon,Spotkanie przez telefon,Compromisso no telefone
1000000002488,Location (Optional),Location (Optional),Standort (Optional),Ubicación (opcional),Ubicación (opcional),Emplacement (facultatif),Localisation (optionnel),Vieta (pasirenkama),Locatie (optioneel),Lokalizacja (opcjonalnie),Local (opcional)
1000000002489,Specific Store,Specific Store,Spezifischer Standort,Tienda específica,Tienda específica,Magasin particulier,Magasin spécifique,Konkreti parduotuvė,Specifieke locatie,Określony stacja,Loja específica
1000000002490,Within an Area,Within an Area,Innerhalb eines Bereichs,Dentro de un área,Dentro de un área,Dans une zone,Dans une zone,Teritorijoje,Binnen een gebied,W obrębie obszaru,Dentro de uma área
1000000002491,Distance,Distance,Entfernung,Distancia,Distancia,Distance,Distance,Atstumas,Afstand,Odległość,Distância
1000000002492,"Search by City, State or Zip","Search by City, State or Zip","Suche nach Stadt, Bundesland oder Postleitzahl","Buscar por ciudad, estado o código postal","Buscar por ciudad, estado o código postal","Rechercher par ville, province ou code postal","Rechercher par ville, État ou code postal","Ieškoti pagal miestą, valstiją arba pašto indeksą","Zoek op plaats, staat of postcode","Wyszukaj wg miasta, stanu lub kodu pocztowego","Pesquisar por cidade, estado ou CEP"
1000000002493,Appointment Booked,Appointment Booked,Termin gebucht,Cita reservada,Cita reservada,Rendez-vous fixé,Rendez-vous pris,Paskyrimas rezervuotas,Afspraak geboekt,Zarezerwowano spotkanie,Compromisso agendado
1000000002494,Your confirmation code is,Your confirmation code is,Ihr Bestätigungscode ist,Su código de confirmación es,Su código de confirmación es,Votre code de confirmation est,Votre code de confirmation est,Jūsų patvirtinimo kodas yra,Uw bevestigingscode is,Twój kod potwierdzenia to,Seu código de confirmação é
1000000002495,Fax,Fax,Fax,Fax,Fax,Télécopieur,Fax,Faksas,Fax,Faks,Fax
1000000002496,Not at work,Not at work,Nicht bei der Arbeit,No en el trabajo,No se encuentra en el trabajo,Pas au travail.,Pas au travail,Ne darbe,Niet aan het werk,Poza miejscem pracy,Não está no trabalho
1000000002497,Cancel Appointment,Cancel Appointment,Termin stornieren,Cancelar cita,Cancelar cita,Annuler le rendez-vous,Annuler le rendez-vous,Atšaukti paskyrimą,Annuleer afspraak,Anuluj spotkanie,Cancelar compromisso
1000000002498,Open Appointments,Open Appointments,Offene Termine,Citas abiertas,Citas disponibles,Rendez-vous ouverts,Rendez-vous ouverts,Atviri paskyrimai,Open afspraken,Spotkania otwarte,Compromissos em aberto
1000000002499,Swipe to view open appointments,Swipe to view open appointments,"Wischen Sie, um offene Termine anzuzeigen.",Deslice para ver citas abiertas,Deslice para ver las citas disponibles,Faites glisser le doigt pour afficher les rendez-vous ouverts,Faire glisser pour afficher les rendez-vous ouverts,Braukite ir peržiūrėkite atvirus paskyrimus,Veeg om openstaande afspraken weer te geven,"Przesuń palcem, aby wyświetlić spotkania otwarte",Deslize para exibir compromissos em aberto
1000000002500,"OK, got that.","OK, got that.","OK, verstanden.","De acuerdo, lo entiendo.",Entendido.,"C’est bien, j’ai compris.","OK, j'ai compris.","Gerai, supratau.","OK, begrepen.","OK, rozumiem.","OK, entendi."
1000000002501,Store(s),Store(s),Standort(e),Tiendas,Tiendas,Magasin(s),Magasin(s),Parduotuvė (-s),Locatie (s),Stacja,Loja(s)
1000000002502,Delete selected request?,Delete selected request?,Ausgewählte Anfrage löschen?,¿Confirma que desea eliminar solicitud seleccionada?,¿Desea eliminar la solicitud seleccionada?,Supprimer la demande sélectionnée?,Supprimer la demande sélectionnée ?,Ištrinti pasirinktą prašymą?,Geselecteerde aanvraag verwijderen?,Usunąć wybrany wniosek?,Excluir solicitação selecionada?
1000000002503,Close Bottom Panel Button,Close Bottom Panel Button,Schaltfläche zum Schließen des unteren Bereichs,Botón Cerrar panel inferior,Botón Cerrar panel inferior,Fermer le bouton du panneau inférieur,Bouton Fermer le panneau inférieur,Apatinio skydelio uždarymo mygtukas,Sluit onderste paneelknop,Przycisk zamykania dolnego panelu,Botão fechar painel inferior
1000000002504,Select Store,Select Store,Standort auswählen,Seleccionar tienda,Seleccionar tienda,Sélectionner le magasin,Sélectionner un magasin,Pasirinkti parduotuvę,Selecteer locatie,Wybierz stację,Selecionar armazenamento
1000000002505,Select home store status,Select home store status,Status des Heimat-Standorts auswählen,Seleccione el estado de la tienda local,Seleccione el estado de la tienda local.,Sélectionner l’état du magasin d’attache,Sélectionner le statut du magasin principal,Pasirinkti vietinės parduotuvės būseną,Selecteer de status van de thuislocatie,Wybierz stan stacji macierzystej,Selecione o status da loja sede
1000000002506,Select destination store status,Select destination store status,Status des Ziel-Standorts auswählen,Seleccione el estado de la tienda de destino,Seleccione el estado de la tienda de destino.,Sélectionner l’état du magasin de destination,Sélectionner le statut du magasin de destination,Pasirinkti paskirties parduotuvės būseną,Selecteer de status van de bestemmingslocatie,Wybierz stan stacji docelowej,Selecione o status da loja de destino
1000000002507,Delete request?,Delete request?,Anfrage löschen?,¿Confirma que desea borrar solicitud?,¿Desea eliminar la solicitud?,Supprimer la demande?,Supprimer la demande ?,Ištrinti prašymą?,Aanvraag verwijderen?,Usunąć wniosek?,Excluir solicitação?
1000000002508,Save as New Display Preference,Save as New Display Preference,Als neue Anzeigeeinstellungen speichern,Guardar como nueva preferencia de visualización,Guardar como nueva preferencia de visualización,Enregistrer comme nouvelle préférence d’affichage,Enregistrer en tant que nouvelle préférence d'affichage,Išsaugoti kaip naują rodymo nuostatą,Sla op als nieuwe weergavevoorkeur,Zapisz jako nową preferencję wyświetlania,Salvar como nova preferência de exibição
1000000002509,Search by Staff Group,Search by Staff Group,Suche nach Personalgruppe,Buscar por grupo de personal,Buscar por grupo de personal,Rechercher par groupe d’employés,Rechercher par groupe d'employés,Ieškoti pagal darbuotojų grupę,Zoek op personeelsgroep,Wyszukaj wg grupy personelu,Pesquisar por grupo
1000000002510,Search by Task,Search by Task,Suche nach Aufgabe,Buscar por tarea,Buscar por tarea,Rechercher par tâche,Rechercher par tâche,Ieškoti pagal užduotį,Zoek op taak,Wyszukaj wg zadania,Pesquisar por tarefa
1000000002511,Male,Male,Männlich,Hombre,Masculino,Homme,Masculin,Vyras,Man,Mężczyzna,Masculino
1000000002512,Female,Female,Weiblich,Mujer,Femenino,Femme,Féminin,Moteris,Vrouw,Kobieta,Feminino
1000000002513,Update Profile Pic,Update Profile Pic,Profilbild aktualisieren,Actualizar foto de perfil,Actualizar foto de perfil,Mettre à jour la photo de profil,Mettre à jour la photo de profil,Atnaujinti profilio nuotrauką,Werk profielafbeelding bij,Zaktualizuj zdjęcie profilowe,Atualizar imagem do perfil
1000000002514,%@ is not part of any valid task segment,%@ is not part of any valid task segment,%@ ist nicht Teil eines gültigen Aufgabenteils,%@ no es parte de ningún segmento de tarea válido,%@ no forma parte de ningún segmento de tareas válido,%@ ne fait pas partie d’un segment de tâche valide,%@ ne fait partie d'aucun segment de tâche valide,%@ nepriklauso jokiam galiojančiam užduoties segmentui,%@ maakt geen deel uit van een geldig taaksegment,%@ nie jest częścią żadnego ważnego segmentu zadania,%@ não faz parte de nenhum segmento de tarefa válido
1000000002515,Cannot add shift end before %@,Cannot add shift end before %@,Schichtende kann vor %@ nicht hinzugefügt werden,No se puede añadir el final de turno antes de% @,No se puede agregar el final del turno antes de %@,Impossible d’ajouter une fin de quart de travail avant %@,Impossible d'ajouter la fin du roulement avant %@,Negalima pridėti pamainos pabaigos prieš %@,Kan einde dienst niet toevoegen vóór %@,Nie można dodać zakończenia zmiany przed %@,Não é possível adicionar o final do turno antes de %@
1000000002516,Cannot add %@ in the %@,Cannot add %@ in the %@,%@ kann im %@ nicht hinzufügt werden,No se puede añadir %@ en %@,No se puede agregar %@ en %@,Impossible d’ajouter %@ dans le %@,Impossible d'ajouter %@ dans %@,%@ negalima įtraukti į %@,Kan %@ niet toevoegen in %@,Nie można dodać %@ w %@,Não é possível adicionar %@ no %@
1000000002517,%@ does not have corresponding %@ transaction,%@ does not have corresponding %@ transaction,%@ hat keine entsprechende %@ Transaktion,%@ no tiene la transacción %@ correspondiente,%@ no tiene la transacción %@ correspondiente,%@ n’a pas de transaction %@ correspondante,%@ n'a pas de transaction %@ correspondante,%@ nėra atitinkamos %@ operacijos,%@ heeft geen overeenkomstige %@-transactie,%@ nie ma odpowiadającej transakcji %@,%@ não tem %@ transação correspondente
1000000002518,Select Staff group,Select Staff group,Personalgruppe auswählen,Seleccionar grupo de personal,Seleccionar grupo del personal,Sélectionner le groupe d’employés,Sélectionner le groupe d'employés,Pasirinkite darbuotojų grupę,Selecteer personeelsgroep,Wybierz grupę personelu,Selecionar grupo
1000000002519,Deselect Staff group,Deselect Staff group,Personalgruppe deaktivieren,Cancelar grupo de personal,Anular la selección del grupo del personal,Désélectionner le groupe d’employés,Désélectionner le groupe d'employés,Nesirinkti darbuotojų grupės,Deselecteer personeelsgroep,Odznacz grupę personelu,Desmarcar grupo
1000000002520,Full time,Full time,Vollzeit,Tiempo completo,Tiempo completo,Temps plein,À plein temps,Visa darbo diena,Fulltime,Pełny etat,Tempo integral
1000000002521,Part time,Part time,Teilzeit,Tiempo parcial,Tiempo parcial,Temps partiel,À temps partiel,Ne visa darbo diena,Parttime,Niepełny etat,Meio período
1000000002522,Deselect Department,Deselect Department,Auswahl von Abteilung aufheben,Cancelar selección de departamento,Anular la selección de departamento,Désélectionner le service,Désélectionner le département,Nesirinkti skyriaus,Deselecteer Afdeling,Odznacz dział,Desmarcar departamento
1000000002523,Minor indicator yes,Minor indicator yes,"Indikator ""Ja"" für ""Geringfügig""",Indicador de menor sí,Indicador de menor de edad Sí,Indicateur mineur oui,Indicateur mineur - Oui,Nepilnamečio indikatorius – taip,Indicator minderjarige ja,Wskaźnik osoby nieletniej: tak,Indicador secundário sim
1000000002524,Minor indicator no,Minor indicator no,"Indikator-Nr. für ""Geringfügig""",Indicador de menor no,Indicador de menor de edad No,Indicateur mineur non,Indicateur mineur - Non,Nepilnamečio indikatorius – ne,Nr indicator minderjarige,Wskaźnik osoby nieletniej: nie,Indicador secundário não
1000000002525,Deselect Status,Deselect Status,Auswahl von Status aufheben,Cancelar selección de estado,Anular la selección de estado,Désélectionner l’état,Désélectionner le statut,Nesirinkti būsenos,Deselecteer status,Odznacz stan,Desmarcar status
1000000002526,Update Picture,Update Picture,Bild aktualisieren,Actualizar imagen,Actualizar imagen,Mettre à jour l’image,Mettre à jour l'image,Atnaujinti nuotrauką,Werk afbeelding bij,Zaktualizuj zdjęcie,Atualizar imagem
1000000002527,Both,Both,Beide,Ambos,Ambos,Les deux,Les deux,Abu,Beide,Oba,Ambos
1000000002528,Select employee button,Select employee button,"Schaltfläche ""Angestellter"" auswählen",Seleccione botón de empleado,Seleccione el botón de empleados.,Bouton Sélectionner l’employé,Bouton Sélectionner un employé,Darbuotojo pasirinkimo mygtukas,Selecteer knop werknemer,Wybierz przycisk pracownika,Selecione o botão do funcionário
1000000002529,Template Lock updated successfully,Template Lock updated successfully,Vorlagensperre erfolgreich aktualisiert,Bloqueo de plantilla actualizado correctamente,El bloqueo de plantilla se actualizó correctamente,Verrou de modèle mis à jour avec succès,Le verrouillage du modèle a été mis à jour,Sėkmingai atnaujintas šablono užraktas,Template Lock bijgewerkt,Zaktualizowano blokadę szablonu,Bloqueio de modelo atualizado com êxito
